Ticker,Sector,LatestQuarter,Beta,TrailingPE,ForwardPE,ReturnOnEquityTTM,PriceToBookRatio,PEGRatio,ProfitMargin,EPS,DividendYield,EVToEBITDA
BWXT,TECHNOLOGY,2023-09-30,0.814,31.52,21.14,0.281,7.64,2.31,0.0931,2.43,0.012,13.2
LAMR,REAL ESTATE & CONSTRUCTION,2023-09-30,1.428,23.01,29.5,0.336,7.56,7.43,0.197,4.04,0.0538,15.67
SWAV,LIFE SCIENCES,2023-09-30,1.007,25.12,61.73,0.51,22.4,None,0.363,6.41,0,80.48
NYT,MANUFACTURING,2023-09-30,1.116,37.57,29.33,0.121,3.715,2.11,0.0809,1.16,0.0101,15.99
ACHC,LIFE SCIENCES,2023-09-30,1.44,-,26.04,-0.0044,2.826,1.32,-0.0064,-0.2,0,16.32
PARA,TECHNOLOGY,2023-09-30,1.778,-,13.35,-0.0591,0.555,1.817,-0.0365,-2.33,0.0165,5.26
IONS,LIFE SCIENCES,2023-09-30,0.458,-,90.91,-0.9,9.15,25.7,-0.666,-2.87,0.0307,136.06
BBWI,TRADE & SERVICES,2023-07-31,1.833,10.28,10.96,0,-,1.584,0.0947,3.02,0.0258,8.46
EXEL,TRADE & SERVICES,2023-09-30,0.589,72.41,10.58,0.0381,2.042,0.316,0.0519,0.29,0.0247,9.66
BERY,MANUFACTURING,2023-06-30,1.195,10.91,8.12,0.202,2.38,1.19,0.0505,5.31,0.0173,7.79
OGE,ENERGY & TRANSPORTATION,2023-09-30,0.708,16.33,19.61,0.0933,1.827,3.78,0.149,2.08,0.0492,6.97
SITE,LIFE SCIENCES,2023-09-30,1.491,32.91,25,0.125,4.169,2.52,0.0416,3.85,0,13.43
RBC,TECHNOLOGY,2023-09-30,1.424,40.48,14.53,0.0738,2.602,1.452,0.123,5.65,0.0176,25.67
ARW,TRADE & SERVICES,2023-09-30,1.438,6.71,4.704,0.197,1.281,0.884,0.0306,17.96,0.041,4.543
BRKR,LIFE SCIENCES,2023-09-30,1.142,26.76,26.11,0.293,10.42,3.64,0.113,2.16,0.0035,19.68
ALLY,FINANCE,2023-09-30,1.356,6.92,4.973,0.0968,0.753,0.305,0.166,3.69,0.047,-
WBS,FINANCE,2023-09-30,1.321,7.5,6.7,0.116,1.058,1.93,0.362,5.25,0.0407,-
TPX,MANUFACTURING,2023-09-30,1.692,16.87,12.79,0.983,16.98,1.06,0.0795,2.22,0.0117,9.96
CGNX,LIFE SCIENCES,2023-09-30,1.53,39.98,34.25,0.109,6.42,2.04,0.179,0.91,0.0082,30.4
WHR,MANUFACTURING,2023-09-30,1.578,-,9.51,-0.488,1.875,1.649,-0.0837,-28.87,0.0638,8.4
Z,TRADE & SERVICES,2023-09-30,1.799,-,27.93,-0.0344,1.963,0.73,-0.0824,-0.65,0,-21.88
XRAY,LIFE SCIENCES,2023-09-30,0.996,-,17.64,-0.0627,1.906,18.91,-0.0544,-1.01,0.0197,-17.01
TPR,MANUFACTURING,2023-09-30,1.504,7.16,9.7,0.401,3.888,0.99,0.14,3.93,0.0498,9.2
SKX,MANUFACTURING,2023-09-30,1.366,14.67,14.49,0.157,1.901,1.19,0.0675,3.41,0.0404,10.78
BEN,FINANCE,2023-09-30,1.373,13.33,11.25,0.0805,1.18,39.7,0.113,1.72,0.0524,8.22
VOYA,FINANCE,2023-09-30,1.133,11.46,7.91,0.138,1.466,1.19,0.0985,6.06,0.023,-
HRB,TRADE & SERVICES,2023-09-30,0.645,12.85,10.58,0.461,27.09,0.846,0.161,3.5,0.0285,9.44
EHC,LIFE SCIENCES,2023-09-30,0.907,17.91,16.67,0.237,4.605,None,0.0754,3.51,0.0094,8.33
DKS,TRADE & SERVICES,2023-07-31,1.517,9.95,10.3,0.42,4.105,58.87,0.0803,11.31,0.0355,6.38
TOST,TECHNOLOGY,2023-09-30,1.771,-,-,-0.273,8.98,None,-0.0862,-0.6,0,-34.97
NCLH,ENERGY & TRANSPORTATION,2023-09-30,2.571,-,11.44,-0.5,15.9,0.925,-0.026,-0.53,0,-19.08
NNN,REAL ESTATE & CONSTRUCTION,2023-09-30,0.925,17.93,17.73,0.0946,2.058,4.92,0.477,2.13,0.0592,17.48
MIDD,TECHNOLOGY,2023-09-30,1.56,14.24,13.48,0.164,2.976,1.164,0.113,8.44,0.0204,13.29
FCN,TRADE & SERVICES,2023-09-30,0.165,32.67,-,0.137,3.433,1.61,0.0721,6.76,0.0246,17.25
GPK,MANUFACTURING,2023-09-30,0.902,9.8,8.96,0.304,3.648,1.13,0.0714,2.21,0.0185,11.58
JEF,MANUFACTURING,2023-09-30,1.43,24.24,9.69,0.0327,0.806,None,0.0721,1.4,0.0354,14.06
GMED,LIFE SCIENCES,2023-09-30,1.099,30.04,32.26,0.0531,4.211,2.928,0.129,1.47,0,26.14
JLL,REAL ESTATE & CONSTRUCTION,2023-09-30,1.361,29.65,10.22,0.0377,1.374,2.818,0.0111,4.73,0.0083,8.1
LSTR,ENERGY & TRANSPORTATION,2023-09-30,0.88,20.25,18.42,0.313,7.08,2.48,0.0518,8.35,0.0075,9.25
G,TRADE & SERVICES,2023-09-30,1.175,13.98,18.32,0.23,4.819,1.7,0.0969,2.31,0.017,14.87
GNRC,MANUFACTURING,2023-09-30,1.314,40.93,13.97,0.0813,2.764,2.034,0.0472,2.53,0,10.09
TREX,MANUFACTURING,2023-09-30,1.488,34.31,29.85,0.31,8.75,1.17,0.177,1.79,0.017,13.94
CIEN,MANUFACTURING,2023-07-31,0.961,30.02,19.76,0.0788,2.777,0.77,0.0523,1.47,0.0042,20.33
GXO,ENERGY & TRANSPORTATION,2023-09-30,1.888,32.9,17.95,0.0761,2.14,1.497,0.0209,1.65,0,14.82
OLN,LIFE SCIENCES,2023-09-30,1.43,9.47,8.14,0.244,2.889,1.82,0.0839,4.62,0.0183,3.805
CG,FINANCE,2023-09-30,1.712,52,7.36,0.0505,1.802,7.58,0.0931,0.58,0.0464,8.6
ESTC,TECHNOLOGY,2023-07-31,0.884,-,-,-0.534,14.67,None,-0.193,-2.23,0,-30.02
SCCO,ENERGY & TRANSPORTATION,2023-09-30,1.291,19.0,44.64,0.375,6.26,1.2,0.277,3.72,0.0566,9.63
SAIC,TECHNOLOGY,2023-07-31,0.701,12.31,13.48,0.286,3.618,3.67,0.0649,9.13,0.0132,13.83
STAG,REAL ESTATE & CONSTRUCTION,2023-09-30,1.018,34.24,-,0.0529,1.736,-402.43,0.26,1.01,0.0425,14.44
INGR,MANUFACTURING,2023-09-30,0.81,10.96,12.52,0.193,2.108,1.352,0.0761,9.34,0.0305,9.38
TXRH,TRADE & SERVICES,2023-09-30,0.939,23.9,20.08,0.284,6.49,2.008,0.0653,4.36,0.0211,15.31
OSK,MANUFACTURING,2023-09-30,1.356,11.69,13.83,0.162,1.956,6.54,0.0556,7.94,0.0177,10.17
KRTX,LIFE SCIENCES,2023-09-30,1.104,-,-,-0.316,5.94,None,0,-10.95,0,-25.22
HOOD,FINANCE,2023-09-30,1.328,-,-,-0.109,1.159,None,-0.415,-0.82,0,-2.867
FR,REAL ESTATE & CONSTRUCTION,2023-09-30,1.033,21.43,53.76,0.109,2.673,3.74,0.443,2.02,0.0296,16.16
BRX,REAL ESTATE & CONSTRUCTION,2023-09-30,1.558,18.79,15.17,0.119,2.434,1.68,0.275,1.12,0.0518,13.98
OWL,FINANCE,2023-09-30,1.22,167.88,15.67,0.0258,2.948,None,0.0232,0.08,0.0573,31.25
SF,FINANCE,2023-09-30,1.243,13.85,9.14,0.102,1.404,4.025,0.125,4.34,0.024,-
CPRI,MANUFACTURING,2023-09-30,2.136,17.19,7.98,0.163,3.533,1.132,0.0613,2.74,0,8.93
WCC,TRADE & SERVICES,2023-09-30,2.013,9.42,7.63,0.186,1.768,0.724,0.0375,14.99,0.0106,8.25
ARMK,TRADE & SERVICES,2023-06-30,1.638,13.71,22.83,0.168,3.643,1.57,0.0297,2.08,0.0154,15.81
MORN,FINANCE,2023-09-30,1.144,161.3,-,0.0585,8.21,0,0.0359,1.65,0.0056,29.99
EXP,MANUFACTURING,2023-09-30,1.344,12.28,11.44,0.397,4.368,2.51,0.222,13.66,0.006,8.8
AXTA,LIFE SCIENCES,2023-09-30,1.43,27.82,14.95,0.161,4.624,2.02,0.0464,1.07,0,12.85
FHN,FINANCE,2023-09-30,0.985,6.72,12.69,0.117,1.88,1.67,0.319,1.68,0.0531,-
SEIC,FINANCE,2023-09-30,1.009,16.78,16.47,0.226,4.238,1.684,0.24,3.37,0.0152,9.94
PATH,TECHNOLOGY,2023-07-31,0.594,-,80.65,-0.0927,3.849,2.312,-0.155,-0.31,0,-17.03
AYI,MANUFACTURING,2023-08-31,1.448,16.31,12.9,0.176,2.996,1.291,0.0876,10.76,0.003,9.91
WH,REAL ESTATE & CONSTRUCTION,2023-09-30,1.382,22.31,17.73,0.31,5.39,1.451,0.216,3.44,0.0182,11.84
ST,LIFE SCIENCES,2023-09-30,1.328,15.54,12.2,0.099,2.166,1.127,0.0764,2.03,0.0152,10.98
HLI,FINANCE,2023-09-30,0.779,27.37,15.06,0.162,4.442,6.54,0.141,3.75,0.0214,10.3
AZPN,TECHNOLOGY,2023-09-30,0.795,-,30.49,-0.01,1.037,1.641,-0.126,-2.03,0.049,40.25
LFUS,MANUFACTURING,2023-09-30,1.321,18.39,15.41,0.138,2.758,1.356,0.127,12.36,0.0114,11.82
HR,REAL ESTATE & CONSTRUCTION,2023-09-30,0.708,-,11.03,-0.037,0.97,4.67,-0.203,-0.84,0.0854,25.63
MSA,LIFE SCIENCES,2023-09-30,1.019,188.56,-,0.0393,6.28,1.7,0.0194,0.85,0.0117,37.32
HXL,LIFE SCIENCES,2023-09-30,1.224,34.33,31.15,0.104,3.406,0.626,0.0914,1.89,0.0077,18.95
MEDP,TRADE & SERVICES,2023-09-30,1.366,32.36,26.95,0.666,18.72,1.97,0.153,8.51,0,23.78
VFC,MANUFACTURING,2023-09-30,1.517,-,11.78,-0.0813,3.531,1.51,-0.0189,-0.55,0.0242,17.21
STWD,REAL ESTATE & CONSTRUCTION,2023-09-30,1.686,14.86,9.34,0.0705,0.962,2.73,1.088,1.29,0.1,-
THC,LIFE SCIENCES,2023-09-30,2.192,12.28,7.73,0.232,4.016,3.39,0.0233,4.38,0.0203,5.76
RLI,FINANCE,2023-09-30,0.371,21.75,27.4,0.214,4.143,3.82,0.2,6.24,0.008,-
CFLT,TECHNOLOGY,2023-09-30,1.023,-,-,-0.578,8.69,None,-0.621,-1.54,0,-13.16
CBSH,FINANCE,2023-09-30,0.766,11.41,16.29,0.204,3.524,3.58,0.325,3.97,0.0238,-
ALSN,MANUFACTURING,2023-09-30,0.969,7.54,8.02,0.662,5.22,16.66,0.216,7.04,0.0173,7.0
SMAR,TECHNOLOGY,2023-07-31,0.871,-,1250,-0.288,10.39,None,-0.168,-1.1,0,-22.25
FAF,FINANCE,2023-09-30,1.267,23.62,9.51,0.0519,1.24,2.04,0.0379,2.27,0.0395,-
CMA,FINANCE,2023-09-30,1.273,4.683,6.94,0.239,1.847,0.316,0.322,8.83,0.0687,-
PII,MANUFACTURING,2023-09-30,1.696,8.58,9.92,0.506,5.99,0.867,0.0652,10.23,0.0296,8.72
VVV,ENERGY & TRANSPORTATION,2023-09-30,1.365,26.42,23.7,0.788,18.08,1.104,0.981,1.23,0.0154,26.11
PCOR,TECHNOLOGY,2023-09-30,0.689,-,-,-0.206,6.49,None,-0.259,-1.64,0,-29.89
CFR,FINANCE,2023-09-30,1.058,8.9,12.87,0.236,3.32,0.495,0.351,10.45,0.0396,-
DTM,ENERGY & TRANSPORTATION,2023-09-30,0.82,15.42,14.49,0.0863,1.397,None,0.378,3.53,0.0502,10.5
IRDM,MANUFACTURING,2023-09-30,1.05,-,833.33,-0.0226,5.66,1.42,-0.0296,-0.18,0.0145,21.11
AGL,LIFE SCIENCES,2023-09-30,0.947,-,114.94,-0.0908,6.57,None,-0.0212,-0.22,0,-69.29
MKSI,LIFE SCIENCES,2023-09-30,1.627,-,9.9,-0.519,1.368,0.61,-0.45,-25.81,0.0124,12.64
ZI,TECHNOLOGY,2023-09-30,1.062,37.53,33.0,0.0612,5.76,None,0.111,0.34,0,48.53
AGNC,REAL ESTATE & CONSTRUCTION,2023-09-30,1.275,17.5,4.082,0.0414,1.037,17.55,0.788,0.48,0.171,-
WING,TRADE & SERVICES,2023-09-30,1.437,91.71,84.03,0,-,7.02,0.158,2.3,0.0042,61.86
BC,TECHNOLOGY,2023-09-30,1.497,10.0,6.97,0.246,2.612,0.97,0.0757,7.04,0.0227,6.68
ADC,REAL ESTATE & CONSTRUCTION,2023-09-30,0.54,33.32,25,0.0338,1.443,-28.74,0.324,1.7,0.0523,22.25
UHALB,,,,,,,,,,,,
ZION,FINANCE,2023-09-30,1.15,6.1,6.84,0.167,1.671,0.538,0.272,5.4,0.0498,-
SON,MANUFACTURING,2023-09-30,0.708,10.88,10.99,0.23,3.083,14.63,0.072,4.96,0.0378,9.82
FLS,TECHNOLOGY,2023-09-30,1.564,20.14,17.24,0.146,2.45,1.724,0.0585,1.87,0.0212,20.89
CROX,MANUFACTURING,2023-09-30,1.935,7.34,8.86,0.739,9.47,-31.83,0.171,10.85,0.135,10.57
MTG,FINANCE,2023-09-30,1.292,7.16,6.22,0.153,0.859,1.54,0.619,2.47,0.026,-
MSM,TRADE & SERVICES,2023-08-31,0.968,16.13,13.37,0.24,3.463,1.865,0.0856,6.11,0.0337,10.19
DLB,REAL ESTATE & CONSTRUCTION,2023-06-30,1.006,38.72,20.53,0.0907,3.126,2.075,0.17,2.25,0.0124,19.62
H,REAL ESTATE & CONSTRUCTION,2023-09-30,1.374,24.27,45.45,0.139,3.099,15.51,0.136,4.45,0.0056,16.77
NEWR,TECHNOLOGY,2023-09-30,0.844,-,90.09,-0.338,13.24,224.36,-0.149,-2.09,0,-30.79
PNFP,FINANCE,2023-09-30,1.142,8.43,9.2,0.108,1.12,0.6,0.378,7.74,0.0135,-
IVZ,FINANCE,2023-09-30,1.437,10.06,11.61,0.0483,0.815,37.61,0.145,1.3,0.0612,10.75
IDA,ENERGY & TRANSPORTATION,2023-09-30,0.592,17.58,20.58,0.0954,1.963,3.32,0.153,5.36,0.0352,13.56
APLS,LIFE SCIENCES,2023-09-30,0.969,-,-,-2.246,17.67,None,-2.221,-5.23,0,-8.03
NFG,ENERGY & TRANSPORTATION,2023-09-30,0.689,9.71,9.56,0.189,2.774,2.05,0.219,5.21,0.0394,7.12
VNT,LIFE SCIENCES,2023-09-30,1.225,14.95,6.67,0.535,6.06,0.842,0.106,2.16,0.0031,7.35
KEX,ENERGY & TRANSPORTATION,2023-09-30,1.239,23.2,44.05,0.0647,1.287,2.627,0.0656,3.3,0.106,13.34
NXST,TECHNOLOGY,2023-09-30,1.527,12.49,11.2,0.132,2.34,1.523,0.0851,11.72,0.0369,6.27
VMI,MANUFACTURING,2023-09-30,1.11,27.87,21.46,0.0971,4.684,1.81,0.0362,7.24,0.0119,16.69
EVR,FINANCE,2023-09-30,1.47,17.85,9.7,0.213,2.962,1.325,0.127,7.76,0.0219,6.32
AA,MANUFACTURING,2023-09-30,2.461,-,12.02,-0.149,1.485,-0.29,-0.0844,-4.99,0.0162,5.12
WAL,FINANCE,2023-09-30,1.415,5.61,5.01,0.161,1.296,1.84,0.336,7.88,0.0326,-
THO,MANUFACTURING,2023-07-31,1.845,13.14,9.76,0.0987,1.228,3.8,0.0337,6.95,0.021,3.433
SRC,REAL ESTATE & CONSTRUCTION,2023-09-30,1.307,21.63,25.51,0.0575,1.333,1.08,0.343,1.76,0.0704,14.5
OLLI,TRADE & SERVICES,2023-07-31,0.964,32.77,18.32,0.11,2.42,2.08,0.0769,2.4,0,23.36
UBFUT,,,,,,,,,,,,
WTFC,FINANCE,2023-09-30,1.201,7.84,7.65,0.133,1.193,4.57,0.302,9.95,0.0205,-
BFAM,TRADE & SERVICES,2023-09-30,1.264,54.91,-,0.0804,3.792,1.76,0.0372,1.49,0,23.01
BPOP,FINANCE,2023-09-30,0.903,6.96,6.52,0.173,1.294,1.75,0.269,9.77,0.0323,-
DXC,TECHNOLOGY,2023-09-30,1.901,-,5.46,-0.132,1.361,0.28,-0.04,-2.38,0.0507,3.229
R,TRADE & SERVICES,2023-09-30,1.474,10.24,-,0.158,1.401,1.22,0.0412,10.11,0.0274,3.379
RL,MANUFACTURING,2023-09-30,1.427,14.77,12.24,0.228,3.231,1.734,0.0812,7.83,0.0259,9.17
AIRC,REAL ESTATE & CONSTRUCTION,2023-09-30,0.915,4.557,131.58,0.417,2.711,2.064,1.198,6.48,0.061,6.25
ELAN,LIFE SCIENCES,2023-09-30,1.026,-,10.24,-0.178,0.9,1.845,-0.262,-2.32,0,14.18
PB,FINANCE,2023-09-30,0.966,11.04,11.04,0.0677,0.953,4.089,0.415,5.01,0.0405,-
UGI,ENERGY & TRANSPORTATION,2023-06-30,1.116,-,12.25,-0.268,1.379,2.65,-0.147,-6.65,0.0727,6.67
TDC,TECHNOLOGY,2023-09-30,0.993,77.83,18.38,0.347,15.06,3.537,0.0339,0.6,0.0913,13.71
AXS,FINANCE,2023-09-30,0.83,8.61,7.27,0.121,1.265,-10.28,0.101,6.25,0.0327,-
SNX,TECHNOLOGY,2023-08-31,1.526,13.69,7.76,0.0819,1.203,0.776,0.0111,6.96,0.0147,9.73
AMG,FINANCE,2023-09-30,1.292,4.598,8.55,0.33,2.139,0.918,0.599,28.8,0.0003,6.19
PVH,MANUFACTURING,2023-08-31,2.07,25.32,7.55,0.0356,0.993,0.675,0.02,3.02,0.002,11.26
PLNT,TRADE & SERVICES,2023-09-30,1.317,39.84,43.86,0,-,1.69,0.137,1.61,0,28.05
AVT,TRADE & SERVICES,2023-09-30,1.357,5.43,6.77,0.18,0.978,2.526,0.0305,8.58,0.0266,5.34
RITM,REAL ESTATE & CONSTRUCTION,2023-09-30,1.841,6.74,6.42,0.112,0.735,None,0.357,1.45,0.102,-
POST,MANUFACTURING,2023-06-30,0.606,16.49,28.74,0.087,1.67,1.189,0.0482,5.1,0,6.81
TKR,TECHNOLOGY,2023-09-30,1.554,12.05,11.09,0.186,2.483,0.923,0.0909,5.95,0.0184,9.12
SEE,LIFE SCIENCES,2023-09-30,1.276,15.18,12.52,0.987,34.88,10.81,0.0565,2.13,0.0247,9.68
OGN,LIFE SCIENCES,2023-09-30,0.907,4.877,5.03,0,1.843,None,0.0951,2.28,0.101,8.06
OMF,FINANCE,2023-09-30,1.699,6.85,5.09,0.215,1.446,0.61,0.257,5.45,0.107,-
GFS,MANUFACTURING,2023-09-30,1.829,20.46,27.86,0.141,3.949,None,0.185,2.54,0,13.37
RYAN,FINANCE,2023-09-30,0.464,96.54,31.85,0.214,10.39,None,0.029,0.46,0,-
FIVN,TECHNOLOGY,2023-09-30,0.774,-,46.73,-0.218,19.18,1.873,-0.0944,-1.16,0,-177.52
BYD,REAL ESTATE & CONSTRUCTION,2023-09-30,1.735,8.44,10.83,0.423,3.972,0.85,0.189,6.79,0.0112,8.25
INSP,LIFE SCIENCES,2023-09-30,1.471,-,-,-0.0646,15.72,None,-0.0575,-1.11,0,-151.4
ESI,LIFE SCIENCES,2023-09-30,1.285,91.76,13.23,0.0224,1.992,0,0.023,0.21,0.0166,12.67
NTRA,LIFE SCIENCES,2023-09-30,1.179,-,-,-0.871,11.74,0,-0.505,-4.51,0,-7.95
AM,ENERGY & TRANSPORTATION,2023-09-30,2.238,17.12,13.62,0.162,2.336,1.17,0.324,0.73,0.072,10.18
ALK,ENERGY & TRANSPORTATION,2023-09-30,1.583,17.04,8.1,0.0654,1.516,1.3,0.025,2.01,0.0503,11.31
MHK,MANUFACTURING,2023-09-30,1.27,-,9.09,-0.0722,0.828,0.932,-0.0488,-8.58,0.0237,8.87
CR,MANUFACTURING,2023-09-30,1.469,13.64,-,0.283,-,None,0.0899,7.4,0.0071,-
THG,FINANCE,2023-09-30,0.615,-,14.39,-0.0389,2.138,-23.25,-0.0142,-2.41,0.0286,-
AN,TRADE & SERVICES,2023-09-30,1.202,5.67,5.63,0.496,2.555,1.052,0.0406,23.4,0.0196,4.66
RH,TRADE & SERVICES,2023-08-31,2.271,17.7,12.76,0.693,5.01,1.563,0.102,13.19,0,10.58
MTZ,REAL ESTATE & CONSTRUCTION,2023-09-30,1.56,-,15.97,-0.0172,2.744,0.99,-0.0041,-0.61,0.0057,14.3
COLB,FINANCE,2023-09-30,0.928,22.27,8.33,0.0959,1.145,2.26,0.208,0.92,0.0737,-
NVST,LIFE SCIENCES,2023-09-30,1.473,19.97,17.3,0.0462,1.405,None,0.0739,1.08,0,15.0
OZK,TECHNOLOGY,2023-09-30,1.34,6.59,7.53,0.144,1.139,None,0.508,5.71,0.0393,-
FYBR,TECHNOLOGY,2023-09-30,0.904,28.51,35.97,0.0328,1.231,None,0.029,0.68,0,-
PRGO,LIFE SCIENCES,2023-09-30,0.88,355,10.89,0.0023,0.924,2.45,-0.0009,0.08,0.0385,22.85
GTLB,TECHNOLOGY,2023-07-31,0.189,-,-,-0.237,9.65,None,-0.378,-1.25,0,-32.09
WOLF,MANUFACTURING,2023-09-30,1.682,-,1111.11,-0.262,4.868,None,-0.752,-3.53,0.0345,-120.86
AFRM,FINANCE,2023-09-30,2.956,-,-,-0.353,22.61,None,-0.526,-3.05,0,-5.79
ESAB,TECHNOLOGY,2023-09-30,None,21.51,10.93,0.161,2.314,None,0.0785,3.58,0.0031,9.28
GME,TRADE & SERVICES,2023-07-31,-0.151,-,36.76,-0.0765,5.14,0.86,-0.0172,-0.32,0.378,-13.14
LSXMK,TECHNOLOGY,2023-09-30,1.141,9.78,12.5,0.0927,1.575,1.08,0.101,2.6,0,10.08
HOG,MANUFACTURING,2023-09-30,1.416,5.4,9.35,0.231,2.374,1.591,0.122,4.93,0.0248,11.07
WLK,LIFE SCIENCES,2023-09-30,1.285,13.03,10.01,0.117,1.46,1.59,0.0928,9.36,0.0129,3.745
MDU,ENERGY & TRANSPORTATION,2023-09-30,0.697,7.03,13.97,0.17,1.782,2.15,0.049,2.61,0.0273,11.01
DVA,LIFE SCIENCES,2023-09-30,0.982,12.89,8.86,0.343,12.64,0.862,0.0511,6.44,0.11,8.62
RYN,REAL ESTATE & CONSTRUCTION,2023-09-30,1.017,53.81,62.11,0.0439,2.861,14.09,0.0954,0.53,0.04,20.56
FNB,FINANCE,2023-09-30,1.111,7.12,8.38,0.101,0.865,1.22,0.367,1.57,0.0429,-
W,TRADE & SERVICES,2023-09-30,3.199,-,104.17,0,-,23.5,-0.0763,-8.25,0,-8.94
LNC,FINANCE,2023-09-30,1.81,-,3.618,-0.85,2.471,1.24,-0.156,-13.8,0.0818,-
COHR,LIFE SCIENCES,2023-09-30,1.576,-,30.03,-0.0404,1.167,0.34,-0.0592,-3.02,0.0034,17.51
PLUG,MANUFACTURING,2023-09-30,1.974,-,-,-0.246,2.099,-0.27,-1.067,-1.6,0.0456,-11.25
WU,TRADE & SERVICES,2023-09-30,0.869,5.96,8.98,1.311,10.31,11.13,0.17,1.97,0.08,5.47
HUN,LIFE SCIENCES,2023-09-30,1.145,-,10.18,0.0094,1.416,1.79,0.0127,-0.02,0.0387,3.652
LCID,REAL ESTATE & CONSTRUCTION,2023-09-30,1.183,-,-,-0.613,3.994,None,0,-1.5,0,-7.06
CHH,REAL ESTATE & CONSTRUCTION,2023-09-30,1.274,20.15,19.34,1.597,22.49,1.144,0.377,5.53,0.0103,13.72
SNV,FINANCE,2023-09-30,1.384,6.21,7.79,0.154,1.562,2.34,0.314,4.4,0.0556,-
CRUS,MANUFACTURING,2023-09-30,0.983,29.21,12.85,0.0837,2.614,6.42,0.0799,2.5,0.0854,8.33
S,TECHNOLOGY,2023-07-31,0.287,-,-,-0.234,2.627,None,-0.742,-1.36,0,-10.99
FLO,MANUFACTURING,2023-09-30,0.454,32.23,-,0.0971,4.231,14.76,0.027,0.64,0.0436,15.52
FOX,TECHNOLOGY,2023-09-30,0.872,13.7,8.59,0.094,1.402,2.017,0.0697,2.05,0.0185,8.35
SRCL,ENERGY & TRANSPORTATION,2023-09-30,1.184,-,21.46,-0.0017,2.054,1.952,-0.0017,-0.04,0.0175,20.21
CC,LIFE SCIENCES,2023-09-30,2.009,-,7.66,-0.302,3.736,1.669,-0.0515,-2,0.041,4.716
VNO,REAL ESTATE & CONSTRUCTION,2023-09-30,1.474,-,51.02,-0.0571,0.806,2.58,-0.246,-2.03,0.101,14.18
EEFT,FINANCE,2023-09-30,1.375,15.15,12.66,0.256,4.516,1.27,0.0773,5.38,0.0286,11.18
AL,TRADE & SERVICES,2023-09-30,1.745,8.38,6.94,0.0799,0.649,0.91,0.21,4.46,0.0225,25.27
MAN,TRADE & SERVICES,2023-09-30,1.648,16.78,10.94,0.0919,1.821,6.87,0.0116,4.4,0.0398,6.57
LOPE,TRADE & SERVICES,2023-09-30,0.639,21.51,16.08,0.315,5.37,0.928,0.207,6.36,0.0153,10.89
QDEL,LIFE SCIENCES,2023-09-30,0.332,-,16.47,0.0027,1.163,7.19,0.0042,-0.27,0.0484,6.31
WTM,FINANCE,2023-09-30,0.422,15.22,-,0.0697,0.906,9.93,0.141,99.21,0.0007,-
AZEK,MANUFACTURING,2023-06-30,1.734,204.5,59.52,0.0141,2.047,None,0.016,0.14,0,14.26
AGO,FINANCE,2023-09-30,1.077,8.74,14.06,0.0886,0.745,2.52,0.378,7.45,0.0172,-
CNXC,TRADE & SERVICES,2023-08-31,0.496,12.37,9.53,0.126,2.45,0.794,0.0535,6.67,0.0147,9.24
ASH,TRADE & SERVICES,2023-09-30,0.971,23.15,16.95,0.0736,1.841,-1.36,0.104,3.13,0.0213,13.09
CABO,TECHNOLOGY,2023-09-30,0.915,37.58,22.57,0.0405,2.236,5.11,0.0443,14.11,0.0223,8.04
COTY,LIFE SCIENCES,2023-09-30,1.897,23.31,18.55,0.105,2.198,0.734,0.0657,0.42,0.116,11.21
CAR,TRADE & SERVICES,2023-09-30,2.458,4.121,6.47,-2.731,7.14,1.76,0.149,45.55,0.0159,4.047
TXG,LIFE SCIENCES,2023-09-30,1.838,-,196.08,-0.294,5.16,None,-0.378,-1.92,0,-28.23
YETI,MANUFACTURING,2023-09-30,2.408,56.12,16.37,0.107,7.21,1.655,0.0401,0.73,0,14.1
ROIV,LIFE SCIENCES,2023-06-30,1.324,-,-,-0.774,4.375,None,0,-1.51,0,-3.172
SLGN,MANUFACTURING,2023-09-30,0.755,15.73,12.82,0.165,3.465,5.68,0.0469,2.6,0.0176,10.35
NCR,,,,,,,,,,,,
KRC,REAL ESTATE & CONSTRUCTION,2023-09-30,0.98,15.42,12.95,0.0431,0.879,2.422,0.19,1.84,0.0761,12.63
LEG,MANUFACTURING,2023-09-30,1.28,14.68,-,0.133,2.988,-4.11,0.0444,1.57,0.079,9.28
IAC,TRADE & SERVICES,2023-09-30,1.278,-,178.57,-0.0125,0.722,13.62,-0.0139,-0.81,0,-4.474
LYFT,TRADE & SERVICES,2023-09-30,1.789,-,28.74,-1.462,5.61,None,-0.207,-2.45,0,-3.372
CNM,TRADE & SERVICES,2023-06-30,0.95,14.91,10.41,0.255,2.327,None,0.0545,2.11,0,5.92
DV,TECHNOLOGY,2023-06-30,1.026,92.73,50.76,0.061,4.921,None,0.106,0.33,0,49.42
KD,TECHNOLOGY,2023-09-30,1.48,-,-,-0.788,1.449,None,-0.0669,-4.95,0,-77.31
MSGS,TRADE & SERVICES,2023-09-30,0.676,93.24,434.78,-0.123,1.57,None,0.0516,1.83,0,53.59
LPX,MANUFACTURING,2023-09-30,1.706,32.04,12.79,0.0733,3.366,1.681,0.0422,1.82,0.0165,2.762
